username,qualification,skills,technical_job_role,non_technical_job_role
user349,M.Tech,Technical Skill 950,Technical Job Role 2024,Non-Technical Field 763
user350,10th Pass,Technical Skill 398,Technical Job Role 9940,Non-Technical Field 559
user351,10th Pass,Technical Skill 230,Technical Job Role 4960,Non-Technical Field 505
user352,M.Tech,Technical Skill 27,Technical Job Role 2480,Non-Technical Field 359
user353,10th Pass,Technical Skill 982,Technical Job Role 2137,Non-Technical Field 550
user354,B.Tech,Technical Skill 434,Technical Job Role 2569,Non-Technical Field 151
user355,M.Tech,Technical Skill 754,Technical Job Role 1357,Non-Technical Field 801
user356,10th Pass,Technical Skill 161,Technical Job Role 686,Non-Technical Field 670
user357,B.Tech,Technical Skill 816,Technical Job Role 6808,Non-Technical Field 975
user358,12th Pass,Technical Skill 474,Technical Job Role 942,Non-Technical Field 272
user359,B.Tech,Technical Skill 652,Technical Job Role 6045,Non-Technical Field 237
user360,M.Tech,Technical Skill 928,Technical Job Role 318,Non-Technical Field 784
user361,M.Tech,Technical Skill 940,Technical Job Role 8469,Non-Technical Field 413
user362,B.Tech,Technical Skill 848,Technical Job Role 3276,Non-Technical Field 740
user363,B.Tech,Technical Skill 945,Technical Job Role 7395,Non-Technical Field 706
user364,B.Tech,Technical Skill 258,Technical Job Role 4967,Non-Technical Field 350
user365,M.Tech,Technical Skill 75,Technical Job Role 4585,Non-Technical Field 702
user366,B.Tech,Technical Skill 843,Technical Job Role 1466,Non-Technical Field 89
user367,12th Pass,Technical Skill 782,Technical Job Role 1274,Non-Technical Field 775
user368,10th Pass,Technical Skill 302,Technical Job Role 7790,Non-Technical Field 761
user369,10th Pass,Technical Skill 96,Technical Job Role 2806,Non-Technical Field 40
user370,M.Tech,Technical Skill 678,Technical Job Role 4340,Non-Technical Field 228
user371,12th Pass,Technical Skill 464,Technical Job Role 2437,Non-Technical Field 376
user372,B.Tech,Technical Skill 110,Technical Job Role 231,Non-Technical Field 255
user373,12th Pass,Technical Skill 262,Technical Job Role 4866,Non-Technical Field 896
user374,B.Tech,Technical Skill 581,Technical Job Role 6679,Non-Technical Field 748
user375,12th Pass,Technical Skill 587,Technical Job Role 1926,Non-Technical Field 518
user376,B.Tech,Technical Skill 559,Technical Job Role 1512,Non-Technical Field 295
user377,12th Pass,Technical Skill 11,Technical Job Role 3176,Non-Technical Field 412
user378,12th Pass,Technical Skill 86,Technical Job Role 3862,Non-Technical Field 3
user379,B.Tech,Technical Skill 406,Technical Job Role 3434,Non-Technical Field 256
user380,12th Pass,Technical Skill 366,Technical Job Role 974,Non-Technical Field 609
user381,12th Pass,Technical Skill 830,Technical Job Role 443,Non-Technical Field 487
user382,B.Tech,Technical Skill 439,Technical Job Role 5449,Non-Technical Field 462
user383,10th Pass,Technical Skill 997,Technical Job Role 752,Non-Technical Field 49
user384,10th Pass,Technical Skill 374,Technical Job Role 3226,Non-Technical Field 210
user385,12th Pass,Technical Skill 675,Technical Job Role 6376,Non-Technical Field 772
user386,M.Tech,Technical Skill 764,Technical Job Role 614,Non-Technical Field 955
user387,B.Tech,Technical Skill 138,Technical Job Role 6619,Non-Technical Field 239
user388,10th Pass,Technical Skill 829,Technical Job Role 1598,Non-Technical Field 38
user389,12th Pass,Technical Skill 346,Technical Job Role 1715,Non-Technical Field 583
user390,12th Pass,Technical Skill 77,Technical Job Role 8960,Non-Technical Field 494
user391,B.Tech,Technical Skill 292,Technical Job Role 9658,Non-Technical Field 536
user392,10th Pass,Technical Skill 940,Technical Job Role 2763,Non-Technical Field 371
user393,M.Tech,Technical Skill 121,Technical Job Role 6382,Non-Technical Field 807
user394,M.Tech,Technical Skill 462,Technical Job Role 8099,Non-Technical Field 623
user395,M.Tech,Technical Skill 265,Technical Job Role 7226,Non-Technical Field 975
user396,M.Tech,Technical Skill 527,Technical Job Role 1524,Non-Technical Field 709
user397,10th Pass,Technical Skill 835,Technical Job Role 4184,Non-Technical Field 285
user398,B.Tech,Technical Skill 738,Technical Job Role 5726,Non-Technical Field 445
user399,B.Tech,Technical Skill 563,Technical Job Role 8149,Non-Technical Field 57
user400,M.Tech,Technical Skill 627,Technical Job Role 7971,Non-Technical Field 950
user401,M.Tech,Technical Skill 568,Technical Job Role 4234,Non-Technical Field 161
user402,10th Pass,Technical Skill 245,Technical Job Role 7597,Non-Technical Field 836
user403,10th Pass,Technical Skill 550,Technical Job Role 2043,Non-Technical Field 470
user404,M.Tech,Technical Skill 616,Technical Job Role 2688,Non-Technical Field 964
user405,12th Pass,Technical Skill 149,Technical Job Role 6293,Non-Technical Field 99
user406,B.Tech,Technical Skill 850,Technical Job Role 3058,Non-Technical Field 726
user407,12th Pass,Technical Skill 49,Technical Job Role 7763,Non-Technical Field 752
user408,M.Tech,Technical Skill 759,Technical Job Role 3804,Non-Technical Field 852
user409,M.Tech,Technical Skill 877,Technical Job Role 581,Non-Technical Field 218
user410,M.Tech,Technical Skill 9,Technical Job Role 6124,Non-Technical Field 32
user411,10th Pass,Technical Skill 7,Technical Job Role 6052,Non-Technical Field 35
user412,M.Tech,Technical Skill 426,Technical Job Role 2421,Non-Technical Field 197
user413,12th Pass,Technical Skill 31,Technical Job Role 8452,Non-Technical Field 688
user414,M.Tech,Technical Skill 792,Technical Job Role 8549,Non-Technical Field 570
user415,B.Tech,Technical Skill 179,Technical Job Role 9023,Non-Technical Field 918
user416,10th Pass,Technical Skill 569,Technical Job Role 4436,Non-Technical Field 466
user417,B.Tech,Technical Skill 96,Technical Job Role 3137,Non-Technical Field 460
user418,10th Pass,Technical Skill 428,Technical Job Role 563,Non-Technical Field 847
user419,12th Pass,Technical Skill 412,Technical Job Role 2122,Non-Technical Field 405
user420,12th Pass,Technical Skill 855,Technical Job Role 9520,Non-Technical Field 903
user421,M.Tech,Technical Skill 338,Technical Job Role 9218,Non-Technical Field 484
user422,B.Tech,Technical Skill 20,Technical Job Role 3500,Non-Technical Field 67
user423,10th Pass,Technical Skill 300,Technical Job Role 8482,Non-Technical Field 303
user424,12th Pass,Technical Skill 316,Technical Job Role 9864,Non-Technical Field 335
user425,12th Pass,Technical Skill 909,Technical Job Role 2433,Non-Technical Field 430
user426,M.Tech,Technical Skill 869,Technical Job Role 9213,Non-Technical Field 800
user427,10th Pass,Technical Skill 716,Technical Job Role 3028,Non-Technical Field 698
user428,B.Tech,Technical Skill 295,Technical Job Role 6170,Non-Technical Field 639
user429,12th Pass,Technical Skill 623,Technical Job Role 545,Non-Technical Field 26
user430,12th Pass,Technical Skill 383,Technical Job Role 4858,Non-Technical Field 401
user431,B.Tech,Technical Skill 583,Technical Job Role 9187,Non-Technical Field 465
user432,B.Tech,Technical Skill 355,Technical Job Role 944,Non-Technical Field 310
user433,12th Pass,Technical Skill 155,Technical Job Role 1009,Non-Technical Field 319
user434,M.Tech,Technical Skill 695,Technical Job Role 1120,Non-Technical Field 791
user435,12th Pass,Technical Skill 575,Technical Job Role 7383,Non-Technical Field 496
user436,12th Pass,Technical Skill 167,Technical Job Role 5047,Non-Technical Field 419
user437,12th Pass,Technical Skill 577,Technical Job Role 3651,Non-Technical Field 111
user438,B.Tech,Technical Skill 483,Technical Job Role 4388,Non-Technical Field 177
user439,M.Tech,Technical Skill 645,Technical Job Role 1597,Non-Technical Field 503
user440,B.Tech,Technical Skill 811,Technical Job Role 2026,Non-Technical Field 367
user441,B.Tech,Technical Skill 761,Technical Job Role 2973,Non-Technical Field 463
user442,M.Tech,Technical Skill 974,Technical Job Role 156,Non-Technical Field 626
user443,10th Pass,Technical Skill 628,Technical Job Role 7901,Non-Technical Field 196
user444,10th Pass,Technical Skill 36,Technical Job Role 5311,Non-Technical Field 578
user445,M.Tech,Technical Skill 179,Technical Job Role 1990,Non-Technical Field 503
user446,10th Pass,Technical Skill 872,Technical Job Role 7552,Non-Technical Field 274
user447,10th Pass,Technical Skill 256,Technical Job Role 8352,Non-Technical Field 709
user448,12th Pass,Technical Skill 687,Technical Job Role 3362,Non-Technical Field 523
user449,M.Tech,Technical Skill 83,Technical Job Role 3363,Non-Technical Field 426
user450,10th Pass,Technical Skill 604,Technical Job Role 1744,Non-Technical Field 392
user451,10th Pass,Technical Skill 643,Technical Job Role 6789,Non-Technical Field 895
user452,12th Pass,Technical Skill 673,Technical Job Role 910,Non-Technical Field 722
user453,B.Tech,Technical Skill 21,Technical Job Role 7470,Non-Technical Field 785
user454,B.Tech,Technical Skill 844,Technical Job Role 6094,Non-Technical Field 553
user455,M.Tech,Technical Skill 795,Technical Job Role 1707,Non-Technical Field 445
user456,12th Pass,Technical Skill 49,Technical Job Role 8451,Non-Technical Field 383
user457,B.Tech,Technical Skill 568,Technical Job Role 2811,Non-Technical Field 249
user458,B.Tech,Technical Skill 632,Technical Job Role 390,Non-Technical Field 446
user459,12th Pass,Technical Skill 459,Technical Job Role 2601,Non-Technical Field 437
user460,10th Pass,Technical Skill 486,Technical Job Role 3441,Non-Technical Field 491
user461,12th Pass,Technical Skill 733,Technical Job Role 2041,Non-Technical Field 598
user462,10th Pass,Technical Skill 62,Technical Job Role 2671,Non-Technical Field 107
user463,B.Tech,Technical Skill 786,Technical Job Role 2962,Non-Technical Field 423
user464,B.Tech,Technical Skill 601,Technical Job Role 8449,Non-Technical Field 550
user465,M.Tech,Technical Skill 634,Technical Job Role 8768,Non-Technical Field 216
user466,M.Tech,Technical Skill 484,Technical Job Role 3212,Non-Technical Field 786
user467,M.Tech,Technical Skill 218,Technical Job Role 9198,Non-Technical Field 725
user468,12th Pass,Technical Skill 430,Technical Job Role 6651,Non-Technical Field 244
user469,10th Pass,Technical Skill 729,Technical Job Role 4115,Non-Technical Field 372
user470,10th Pass,Technical Skill 78,Technical Job Role 7420,Non-Technical Field 202
user471,10th Pass,Technical Skill 476,Technical Job Role 7533,Non-Technical Field 663
user472,M.Tech,Technical Skill 634,Technical Job Role 4235,Non-Technical Field 423
user473,B.Tech,Technical Skill 414,Technical Job Role 2142,Non-Technical Field 932
user474,M.Tech,Technical Skill 137,Technical Job Role 7082,Non-Technical Field 248
user475,10th Pass,Technical Skill 642,Technical Job Role 5502,Non-Technical Field 620
user476,10th Pass,Technical Skill 657,Technical Job Role 8315,Non-Technical Field 183
user477,10th Pass,Technical Skill 52,Technical Job Role 8772,Non-Technical Field 96
user478,12th Pass,Technical Skill 59,Technical Job Role 3400,Non-Technical Field 314
user479,M.Tech,Technical Skill 346,Technical Job Role 4609,Non-Technical Field 203
user480,12th Pass,Technical Skill 552,Technical Job Role 9674,Non-Technical Field 710
user481,10th Pass,Technical Skill 283,Technical Job Role 1471,Non-Technical Field 628
user482,B.Tech,Technical Skill 718,Technical Job Role 6809,Non-Technical Field 472
user483,B.Tech,Technical Skill 829,Technical Job Role 6525,Non-Technical Field 888
user484,M.Tech,Technical Skill 803,Technical Job Role 9258,Non-Technical Field 113
user485,M.Tech,Technical Skill 383,Technical Job Role 7574,Non-Technical Field 689
user486,B.Tech,Technical Skill 517,Technical Job Role 7861,Non-Technical Field 789
user487,B.Tech,Technical Skill 294,Technical Job Role 8852,Non-Technical Field 440
user488,12th Pass,Technical Skill 36,Technical Job Role 286,Non-Technical Field 335
user489,10th Pass,Technical Skill 92,Technical Job Role 8677,Non-Technical Field 638
user490,M.Tech,Technical Skill 250,Technical Job Role 5145,Non-Technical Field 94
user491,10th Pass,Technical Skill 211,Technical Job Role 8052,Non-Technical Field 392
user492,B.Tech,Technical Skill 837,Technical Job Role 9377,Non-Technical Field 19
user493,10th Pass,Technical Skill 980,Technical Job Role 8600,Non-Technical Field 964
user494,B.Tech,Technical Skill 677,Technical Job Role 5672,Non-Technical Field 723
user495,10th Pass,Technical Skill 322,Technical Job Role 9344,Non-Technical Field 777
user496,M.Tech,Technical Skill 674,Technical Job Role 590,Non-Technical Field 307
user497,10th Pass,Technical Skill 658,Technical Job Role 9709,Non-Technical Field 857
user498,M.Tech,Technical Skill 486,Technical Job Role 2499,Non-Technical Field 324
user499,B.Tech,Technical Skill 466,Technical Job Role 8710,Non-Technical Field 727
user500,12th Pass,Technical Skill 120,Technical Job Role 8091,Non-Technical Field 125
user501,B.Tech,Technical Skill 77,Technical Job Role 6382,Non-Technical Field 253
user502,M.Tech,Technical Skill 375,Technical Job Role 3373,Non-Technical Field 456
user503,B.Tech,Technical Skill 33,Technical Job Role 9757,Non-Technical Field 549
user504,12th Pass,Technical Skill 939,Technical Job Role 2460,Non-Technical Field 527
user505,12th Pass,Technical Skill 248,Technical Job Role 1225,Non-Technical Field 327
user506,B.Tech,Technical Skill 844,Technical Job Role 3629,Non-Technical Field 861
user507,B.Tech,Technical Skill 324,Technical Job Role 7604,Non-Technical Field 765
user508,B.Tech,Technical Skill 776,Technical Job Role 2034,Non-Technical Field 273
user509,M.Tech,Technical Skill 721,Technical Job Role 584,Non-Technical Field 237
user510,M.Tech,Technical Skill 969,Technical Job Role 1004,Non-Technical Field 405
user511,10th Pass,Technical Skill 820,Technical Job Role 6037,Non-Technical Field 100
user512,12th Pass,Technical Skill 411,Technical Job Role 292,Non-Technical Field 75
user513,M.Tech,Technical Skill 346,Technical Job Role 7859,Non-Technical Field 90
user514,B.Tech,Technical Skill 408,Technical Job Role 5028,Non-Technical Field 878
user515,12th Pass,Technical Skill 280,Technical Job Role 297,Non-Technical Field 620
user516,10th Pass,Technical Skill 410,Technical Job Role 6332,Non-Technical Field 551
user517,10th Pass,Technical Skill 195,Technical Job Role 8753,Non-Technical Field 489
user518,B.Tech,Technical Skill 314,Technical Job Role 3111,Non-Technical Field 957
user519,12th Pass,Technical Skill 718,Technical Job Role 596,Non-Technical Field 104
user520,10th Pass,Technical Skill 976,Technical Job Role 7227,Non-Technical Field 4
user521,B.Tech,Technical Skill 929,Technical Job Role 4628,Non-Technical Field 128
user522,M.Tech,Technical Skill 43,Technical Job Role 7097,Non-Technical Field 831
user523,12th Pass,Technical Skill 875,Technical Job Role 8573,Non-Technical Field 747
user524,10th Pass,Technical Skill 938,Technical Job Role 3270,Non-Technical Field 310
user525,B.Tech,Technical Skill 835,Technical Job Role 5071,Non-Technical Field 778
user526,10th Pass,Technical Skill 526,Technical Job Role 9948,Non-Technical Field 544
user527,12th Pass,Technical Skill 819,Technical Job Role 1777,Non-Technical Field 950
user528,12th Pass,Technical Skill 314,Technical Job Role 1368,Non-Technical Field 62
user529,B.Tech,Technical Skill 815,Technical Job Role 2681,Non-Technical Field 533
user530,10th Pass,Technical Skill 55,Technical Job Role 9317,Non-Technical Field 255
user531,10th Pass,Technical Skill 368,Technical Job Role 2711,Non-Technical Field 806
user532,12th Pass,Technical Skill 954,Technical Job Role 3383,Non-Technical Field 87
user533,10th Pass,Technical Skill 597,Technical Job Role 7612,Non-Technical Field 803
user534,M.Tech,Technical Skill 85,Technical Job Role 2850,Non-Technical Field 882
user535,10th Pass,Technical Skill 474,Technical Job Role 9522,Non-Technical Field 340
